Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
tt11390656,5,2024-08-19,"Der Boandlkramer und die ewige Liebe","Der Boandlkramer und die ewige Liebe",https://www.imdb.com/title/tt11390656,Film,5.7,87,2021,"Komödie, Fantasy, Liebesfilm",800,"2021-05-14","Joseph Vilsmaier"
tt2239822,8,2024-08-18,"Valerian - Die Stadt der tausend Planeten","Valerian and the City of a Thousand Planets",https://www.imdb.com/title/tt2239822,Film,6.4,136,2017,"Animation, Science-Fiction, Action, Abenteuer, Fantasy",208514,"2017-07-20","Luc Besson"
tt0145487,8,2024-08-18,"Spider-Man","Spider-Man",https://www.imdb.com/title/tt0145487,Film,7.4,121,2002,"Abenteuer, Science-Fiction, Action",959170,"2002-06-06","Sam Raimi"
tt7456310,7,2024-08-18,"Anna: Die Agentin","Anna",https://www.imdb.com/title/tt7456310,Film,6.7,118,2019,"Action, Thriller",106770,"2019-07-18","Luc Besson"
tt2872732,7,2024-08-18,"Lucy","Lucy",https://www.imdb.com/title/tt2872732,Film,6.4,89,2014,"Action, Science-Fiction, Thriller",575064,"2014-08-14","Luc Besson"
tt3531824,6,2024-08-18,"Nerve","Nerve",https://www.imdb.com/title/tt3531824,Film,6.5,96,2016,"Thriller, Krimi, Abenteuer, Drama",146891,"2016-09-08","Henry Joost,Ariel Schulman"
tt9900092,7,2024-08-18,"Motherland: Fort Salem","Motherland: Fort Salem",https://www.imdb.com/title/tt9900092,Fernsehserie,7.3,42,2020,"Drama, Science-Fiction, Thriller, Fantasy",19966,"2020-11-20",
tt9466298,7,2024-08-18,"Ghost in the Shell SAC_2045","Kôkaku Kidôtai SAC_2045",https://www.imdb.com/title/tt9466298,Fernsehserie,6.4,25,2020,"Animation, Action, Science-Fiction, Krimi, Drama, Mystery, Thriller",3281,"2020-04-23",
tt3469046,7,2024-08-18,"Ich - Einfach unverbesserlich 3","Despicable Me 3",https://www.imdb.com/title/tt3469046,Film,6.3,89,2017,"Animation, Abenteuer, Komödie, Familienfilm, Science-Fiction, Krimi",178578,"2017-07-06","Kyle Balda,Pierre Coffin,Eric Guillon"
tt1690953,8,2024-08-18,"Ich - Einfach unverbesserlich 2","Despicable Me 2",https://www.imdb.com/title/tt1690953,Film,7.3,98,2013,"Animation, Komödie, Familienfilm, Science-Fiction, Abenteuer, Krimi",456494,"2013-07-04","Pierre Coffin,Chris Renaud"
tt1323594,8,2024-08-18,"Ich - Einfach unverbesserlich","Despicable Me",https://www.imdb.com/title/tt1323594,Film,7.6,95,2010,"Animation, Familienfilm, Komödie, Science-Fiction, Krimi, Abenteuer",628188,"2010-09-30","Pierre Coffin,Chris Renaud"
tt2283362,8,2024-08-18,"Jumanji: Willkommen im Dschungel","Jumanji: Welcome to the Jungle",https://www.imdb.com/title/tt2283362,Film,6.9,119,2017,"Abenteuer, Fantasy, Action, Komödie",497842,"2017-12-21","Jake Kasdan"
tt1190634,6,2024-08-15,"The Boys","The Boys",https://www.imdb.com/title/tt1190634,Fernsehserie,8.6,60,2019,"Action, Science-Fiction, Krimi, Drama, Komödie",838846,"2019-07-26",
tt1700841,8,2024-08-08,"Sausage Party - Es geht um die Wurst","Sausage Party",https://www.imdb.com/title/tt1700841,Film,6.1,89,2016,"Animation, Komödie, Abenteuer, Fantasy",225575,"2016-10-06","Greg Tiernan,Conrad Vernon"
tt26548265,10,2024-08-03,"Maharaja","Maharaja",https://www.imdb.com/title/tt26548265,Film,8.3,141,2024,"Thriller, Action, Drama, Krimi",79997,"2024-07-18","Nithilan Saminathan"
tt6263850,8,2024-08-02,"Deadpool & Wolverine","Deadpool & Wolverine",https://www.imdb.com/title/tt6263850,Film,7.5,128,2024,"Action, Komödie, Science-Fiction, Abenteuer",557153,"2024-07-24","Shawn Levy"
tt1871731,10,2024-08-01,"Ninjago","Ninjago: Masters of Spinjitzu",https://www.imdb.com/title/tt1871731,Fernsehserie,7.8,11,2011,"Animation, Abenteuer, Action, Komödie, Familienfilm, Fantasy, Science-Fiction",12540,"2011-01-23",
tt2325846,9,2024-08-01,"Die Drachenreiter von Berk","Dragons: Riders of Berk",https://www.imdb.com/title/tt2325846,Fernsehserie,7.9,22,2012,"Animation, Abenteuer, Fantasy, Familienfilm, Action, Drama",16025,"2013-03-02",
tt5753856,10,2024-08-01,"Dark","Dark",https://www.imdb.com/title/tt5753856,Fernsehserie,8.7,60,2017,"Mystery, Krimi, Drama, Thriller, Science-Fiction",535495,"2017-12-01",
tt8712204,3,2024-08-01,"Batwoman","Batwoman",https://www.imdb.com/title/tt8712204,Fernsehserie,3.6,45,2019,"Action, Drama, Science-Fiction, Abenteuer, Krimi",48241,"2019-12-20",
tt4532368,7,2024-08-01,"Legends of Tomorrow","Legends of Tomorrow",https://www.imdb.com/title/tt4532368,Fernsehserie,6.7,42,2016,"Action, Science-Fiction, Abenteuer, Drama",114204,"2016-08-30",
tt4016454,6,2024-08-01,"Supergirl","Supergirl",https://www.imdb.com/title/tt4016454,Fernsehserie,6.2,43,2015,"Science-Fiction, Action, Abenteuer, Drama",134376,"2016-03-15",
tt3501584,8,2024-08-01,"iZombie","iZombie",https://www.imdb.com/title/tt3501584,Fernsehserie,7.8,42,2015,"Krimi, Drama, Horror, Komödie, Mystery",78641,"2015-08-13",
tt8106534,7,2024-08-01,"6 Underground","6 Underground",https://www.imdb.com/title/tt8106534,Film,6.1,128,2019,"Action, Thriller",210095,"2019-12-13","Michael Bay"
tt1567432,8,2024-08-01,"Teen Wolf","Teen Wolf",https://www.imdb.com/title/tt1567432,Fernsehserie,7.7,41,2011,"Drama, Thriller, Liebesfilm, Action, Fantasy",177433,"2013-07-27",
tt2364582,10,2024-08-01,"Marvel's Agents of S.H.I.E.L.D.","Agents of S.H.I.E.L.D.",https://www.imdb.com/title/tt2364582,Fernsehserie,7.5,45,2013,"Action, Science-Fiction, Thriller, Abenteuer",234424,"2015-02-13",
tt9140554,8,2024-08-01,"Loki","Loki",https://www.imdb.com/title/tt9140554,Fernsehserie,8.2,50,2021,"Fantasy, Science-Fiction, Action, Abenteuer",467056,"2021-06-09",
tt4052886,10,2024-08-01,"Lucifer","Lucifer",https://www.imdb.com/title/tt4052886,Fernsehserie,8.0,45,2016,"Fantasy, Drama, Krimi",389003,"2016-07-15",
tt6257970,8,2024-08-01,"The End of the F***ing World","The End of the F***ing World",https://www.imdb.com/title/tt6257970,Fernsehserie,8.0,25,2017,"Komödie, Drama, Abenteuer, Liebesfilm, Krimi, Thriller",244228,"2018-01-05",
tt10231312,10,2024-08-01,"Inside Job","Inside Job",https://www.imdb.com/title/tt10231312,Fernsehserie,7.7,30,2021,"Animation, Komödie, Fantasy, Science-Fiction, Abenteuer, Drama",37652,"2021-10-22",
tt15789472,7,2024-08-01,"Nirgendwo","Nowhere",https://www.imdb.com/title/tt15789472,Film,6.3,109,2023,"Drama, Thriller",48327,"2023-09-29","Albert Pintó"
tt1389072,3,2024-08-01,"Downsizing","Downsizing",https://www.imdb.com/title/tt1389072,Film,5.8,135,2017,"Drama, Science-Fiction, Fantasy",136929,"2018-01-18","Alexander Payne"
tt6656238,5,2024-08-01,"The Rain","The Rain",https://www.imdb.com/title/tt6656238,Fernsehserie,6.3,45,2018,"Thriller, Science-Fiction, Drama",45682,"2018-05-04",
tt8285216,8,2024-08-01,"Better Than Us","Luchshe, chem lyudi",https://www.imdb.com/title/tt8285216,Fernsehserie,7.3,52,2018,"Drama, Science-Fiction",12376,"2019-08-16",
tt15558232,8,2024-07-02,"Emoji-Nation","Emoji-Nation",https://www.imdb.com/title/tt15558232,Fernsehserie,5.0,,2021,"Dokumentarfilm",9,"2021-07-21",
tt29376669,8,2024-07-02,"Mafia und Banken","Mafias et Banques",https://www.imdb.com/title/tt29376669,Miniserie,7.5,,2023,"Dokumentarfilm",58,"2023-10-08",
tt31357825,9,2024-07-02,"Becoming Nawalny - Putins Staatsfeind Nr. 1","Becoming Nawalny - Putins Staatsfeind Nr. 1",https://www.imdb.com/title/tt31357825,Fernsehfilm,7.2,89,2024,"Dokumentarfilm, Biografie",73,"2024-02-17","Igor Sadreev"
tt27691579,8,2024-07-02,"Killerroboter - KI im Krieg","Flash Wars - Autonomous Weapons, A.I. and the Future of Warfare",https://www.imdb.com/title/tt27691579,Fernsehfilm,6.7,90,2024,"Dokumentarfilm",28,"2024-01-30","Daniel Andrew Wunderer"
tt12351900,9,2024-07-02,"Der ewige Korea-Krieg","Corée, une guerre sans fin",https://www.imdb.com/title/tt12351900,Fernsehfilm,7.1,89,2020,"Dokumentarfilm, Geschichte",50,"2020-05-19","John Maggio"
tt12262202,1,2024-06-14,"The Acolyte","The Acolyte",https://www.imdb.com/title/tt12262202,Fernsehserie,4.3,40,2024,"Science-Fiction, Thriller, Action, Abenteuer, Fantasy, Mystery",141500,"2024-06-05",
tt5709236,7,2024-06-10,"Black Mirror: Hated in the Nation","Black Mirror: Hated in the Nation",https://www.imdb.com/title/tt5709236,Fernsehepisode,8.4,89,2016,"Drama, Thriller, Science-Fiction, Mystery, Krimi",54540,"2016-10-21","James Hawes"
tt27731608,10,2024-06-08,"Black Mirror: Loch Henry","Black Mirror: Loch Henry",https://www.imdb.com/title/tt27731608,Fernsehepisode,7.3,56,2023,"Drama, Thriller, Science-Fiction, Mystery, Krimi",39917,"2023-06-15","Sam Miller"
tt3810192,9,2024-06-08,"Cyberpunk 2077","Cyberpunk 2077",https://www.imdb.com/title/tt3810192,Videospiel,8.6,,2020,"Action, Science-Fiction, Thriller, Krimi, Drama, Mystery",21917,"2020-12-10","Adam Badowski"
tt2542420,8,2024-06-08,"Black Mirror: White Bear","Black Mirror: White Bear",https://www.imdb.com/title/tt2542420,Fernsehepisode,7.9,42,2013,"Drama, Thriller, Science-Fiction, Mystery, Krimi",61892,"2016-10-21","Carl Tibbetts"
tt5497778,9,2024-06-07,"Black Mirror: Nosedive","Black Mirror: Nosedive",https://www.imdb.com/title/tt5497778,Fernsehepisode,8.3,63,2016,"Drama, Thriller, Science-Fiction, Mystery, Krimi",73411,"2016-10-21","Joe Wright"
tt4538072,7,2024-06-04,"Black Mirror: San Junipero","Black Mirror: San Junipero",https://www.imdb.com/title/tt4538072,Fernsehepisode,8.5,61,2016,"Drama, Thriller, Science-Fiction, Mystery, Krimi",75656,"2016-10-21","Owen Harris"
tt12037194,8,2024-06-01,"Furiosa: A Mad Max Saga","Furiosa: A Mad Max Saga",https://www.imdb.com/title/tt12037194,Film,7.5,148,2024,"Action, Abenteuer, Science-Fiction",315922,"2024-05-23","George Miller"
tt20247352,9,2024-05-31,"Black Mirror: Joan Is Awful","Black Mirror: Joan Is Awful",https://www.imdb.com/title/tt20247352,Fernsehepisode,7.4,58,2023,"Drama, Thriller, Science-Fiction, Mystery, Krimi",46313,"2023-06-15","Ally Pankiw"
tt5710974,10,2024-05-30,"Black Mirror: USS Callister","Black Mirror: USS Callister",https://www.imdb.com/title/tt5710974,Fernsehepisode,8.3,76,2017,"Drama, Thriller, Science-Fiction, Mystery, Krimi",69491,"2017-12-29","Toby Haynes"
tt27731671,8,2024-05-28,"Black Mirror: Demon 79","Black Mirror: Demon 79",https://www.imdb.com/title/tt27731671,Fernsehepisode,6.7,74,2023,"Drama, Thriller, Science-Fiction, Mystery, Krimi",29130,"2023-06-14","Toby Haynes"
tt27731663,5,2024-05-28,"Black Mirror: Mazey Day","Black Mirror: Mazey Day",https://www.imdb.com/title/tt27731663,Fernsehepisode,5.3,43,2023,"Drama, Thriller, Science-Fiction, Mystery, Krimi",32044,"2023-06-15","Uta Briesewitz"
tt5710984,7,2024-05-26,"Black Mirror: Metalhead","Black Mirror: Metalhead",https://www.imdb.com/title/tt5710984,Fernsehepisode,6.6,41,2017,"Drama, Thriller, Science-Fiction, Mystery, Krimi",46990,"2017-12-29","David Slade"
tt0449088,8,2024-05-19,"Pirates of the Caribbean - Am Ende der Welt","Pirates of the Caribbean: At World's End",https://www.imdb.com/title/tt0449088,Film,7.1,169,2007,"Action, Abenteuer, Fantasy",739243,"2007-05-24","Gore Verbinski"
tt0383574,6,2024-05-11,"Pirates of the Caribbean - Fluch der Karibik 2","Pirates of the Caribbean: Dead Man's Chest",https://www.imdb.com/title/tt0383574,Film,7.4,151,2006,"Abenteuer, Fantasy, Action",820491,"2006-07-27","Gore Verbinski"
tt0325980,8,2024-05-11,"Fluch der Karibik","Pirates of the Caribbean: The Curse of the Black Pearl",https://www.imdb.com/title/tt0325980,Film,8.1,143,2003,"Fantasy, Action, Abenteuer",1313694,"2003-09-02","Gore Verbinski"
tt12637874,9,2024-04-19,"Fallout","Fallout",https://www.imdb.com/title/tt12637874,Fernsehserie,8.3,60,2024,"Action, Abenteuer, Drama, Science-Fiction",380936,"2024-04-11",
tt13016388,6,2024-04-18,"3 Body Problem","3 Body Problem",https://www.imdb.com/title/tt13016388,Fernsehserie,7.5,60,2024,"Science-Fiction, Abenteuer, Drama, Fantasy, Mystery",177521,"2024-03-21",
tt0470752,10,2024-04-12,"Ex Machina","Ex Machina",https://www.imdb.com/title/tt0470752,Film,7.7,108,2014,"Drama, Science-Fiction, Thriller",634465,"2015-04-23","Alex Garland"
tt27075304,1,2024-04-11,"Chantal im Märchenland","Chantal im Märchenland",https://www.imdb.com/title/tt27075304,Film,4.6,118,2024,"Komödie, Fantasy",3034,"2024-03-28","Bora Dagtekin"
tt1490017,9,2024-03-31,"The Lego Movie","The Lego Movie",https://www.imdb.com/title/tt1490017,Film,7.7,100,2014,"Animation, Komödie, Familienfilm, Abenteuer, Fantasy, Science-Fiction, Action",412554,"2014-04-10","Phil Lord,Christopher Miller"
tt15239678,7,2024-03-31,"Dune: Part Two","Dune: Part Two",https://www.imdb.com/title/tt15239678,Film,8.4,166,2024,"Abenteuer, Drama, Science-Fiction, Action",718842,"2024-02-29","Denis Villeneuve"
tt1160419,7,2024-03-30,"Dune","Dune: Part One",https://www.imdb.com/title/tt1160419,Film,8.0,155,2021,"Science-Fiction, Abenteuer, Drama, Action",1025092,"2021-09-16","Denis Villeneuve"
tt6710474,9,2024-03-23,"Everything Everywhere All at Once","Everything Everywhere All at Once",https://www.imdb.com/title/tt6710474,Film,7.7,139,2022,"Science-Fiction, Abenteuer, Komödie, Fantasy, Action, Drama",622409,"2022-04-28","Daniel Kwan,Daniel Scheinert"
tt4780496,8,2024-02-17,"Sea of Thieves","Sea of Thieves",https://www.imdb.com/title/tt4780496,Videospiel,6.7,,2018,"Action, Abenteuer, Fantasy",1528,"2018-03-20","Gregg Mayles"
tt15314262,7,2024-01-20,"The Beekeeper","The Beekeeper",https://www.imdb.com/title/tt15314262,Film,6.3,105,2024,"Thriller, Action, Krimi",176952,"2024-01-11","David Ayer"
tt15671028,7,2024-01-19,"No Hard Feelings","No Hard Feelings",https://www.imdb.com/title/tt15671028,Film,6.3,103,2023,"Komödie, Liebesfilm",212898,"2023-06-22","Gene Stupnitsky"
tt10048342,10,2024-01-15,"Das Damengambit","The Queen's Gambit",https://www.imdb.com/title/tt10048342,Miniserie,8.5,60,2020,"Drama",655147,"2020-10-23",
tt0083944,10,2024-01-03,"Rambo","First Blood",https://www.imdb.com/title/tt0083944,Film,7.7,93,1982,"Abenteuer, Thriller, Action",299010,"1983-01-06","Ted Kotcheff"
tt0121766,9,2023-12-31,"Star Wars: Episode III - Die Rache der Sith","Star Wars: Episode III - Revenge of the Sith",https://www.imdb.com/title/tt0121766,Film,7.7,140,2005,"Fantasy, Abenteuer, Science-Fiction, Action",914592,"2005-05-19","George Lucas"
tt13207736,4,2023-12-31,"Monster","Monster",https://www.imdb.com/title/tt13207736,Fernsehserie,7.8,60,2022,"Krimi, Drama, Biografie, Thriller",221058,"2022-09-21",
tt11781736,10,2023-12-31,"Narcos: Mexico: Free Trade","Narcos: México: Free Trade",https://www.imdb.com/title/tt11781736,Fernsehepisode,9.0,62,2020,"Krimi, Drama, Biografie, Thriller",2897,"2020-02-13","Andrés Baiz"
tt0816692,10,2023-12-22,"Interstellar","Interstellar",https://www.imdb.com/title/tt0816692,Film,8.7,169,2014,"Science-Fiction, Abenteuer, Drama",2488053,"2014-11-06","Christopher Nolan"
tt6468322,9,2023-12-21,"Haus des Geldes","La casa de papel",https://www.imdb.com/title/tt6468322,Fernsehserie,8.2,60,2017,"Thriller, Krimi, Mystery, Action, Drama",599582,"2017-12-22",
tt0383385,9,2023-12-21,"Grand Theft Auto: San Andreas","Grand Theft Auto: San Andreas",https://www.imdb.com/title/tt0383385,Videospiel,9.4,,2004,"Krimi, Action",50086,"2004-10-26","Dan Houser"
tt1149396,10,2023-12-21,"Lego Star Wars: The Complete Saga","Lego Star Wars: The Complete Saga",https://www.imdb.com/title/tt1149396,Videospiel,8.7,,2007,"Komödie, Fantasy, Science-Fiction, Action, Abenteuer, Familienfilm",5715,"2007-11-06","Jon Burton"
tt0048918,7,2023-12-21,"1984","1984",https://www.imdb.com/title/tt0048918,Film,6.9,90,1956,"Science-Fiction, Drama",4793,"1957-06-07","Michael Anderson"
tt8714904,8,2023-12-21,"Narcos: Mexico","Narcos: México",https://www.imdb.com/title/tt8714904,Fernsehserie,8.3,60,2018,"Krimi, Drama, Biografie, Thriller",100789,"2018-11-16",
tt6318978,7,2023-12-21,"Clash of Clans","Clash of Clans",https://www.imdb.com/title/tt6318978,Videospiel,6.7,,2012,"Action, Fantasy",1852,"2012-08-02",
tt2011970,10,2023-12-02,"Minecraft","Minecraft",https://www.imdb.com/title/tt2011970,Videospiel,8.8,,2009,"Abenteuer, Fantasy, Familienfilm, Action, Science-Fiction",19000,"2009-05-16","Agnes Larsson"
tt28104766,1,2023-11-24,"Squid Game: The Challenge","Squid Game: The Challenge",https://www.imdb.com/title/tt28104766,Fernsehserie,5.9,60,2023,"Spielshow, Reality-TV",22406,"2023-11-22",
tt10388974,8,2023-11-23,"Splitgate: Arena Warfare","Splitgate: Arena Warfare",https://www.imdb.com/title/tt10388974,Videospiel,6.9,,2019,"Action, Science-Fiction, Abenteuer",261,"2019-05-22",
tt21040998,1,2023-10-30,"Overwatch 2","Overwatch 2",https://www.imdb.com/title/tt21040998,Videospiel,5.4,,2022,"Action, Abenteuer, Fantasy, Science-Fiction",1964,"2022-10-04","Aaron Keller,Alec Dawson"
tt2707408,9,2023-10-30,"Narcos","Narcos",https://www.imdb.com/title/tt2707408,Fernsehserie,8.7,50,2015,"Krimi, Drama, Biografie, Thriller",522920,"2015-08-28",
tt3591824,9,2023-10-26,"Narcos: Descenso","Narcos: Descenso",https://www.imdb.com/title/tt3591824,Fernsehepisode,8.8,57,2015,"Krimi, Drama, Biografie, Thriller",10698,"2015-08-28","José Padilha"
tt10648342,3,2023-10-21,"Thor: Love and Thunder","Thor: Love and Thunder",https://www.imdb.com/title/tt10648342,Film,6.1,118,2022,"Abenteuer, Liebesfilm, Science-Fiction, Komödie, Action",455761,"2022-07-06","Taika Waititi"
tt3819090,8,2023-10-19,"No Man's Sky","No Man's Sky",https://www.imdb.com/title/tt3819090,Videospiel,6.4,,2016,"Abenteuer, Science-Fiction",2010,"2016-08-12","Sean Murray,David Ream"
tt5158314,10,2023-10-19,"Detroit: Become Human","Detroit: Become Human",https://www.imdb.com/title/tt5158314,Videospiel,9.1,,2018,"Science-Fiction, Mystery, Drama, Thriller, Action, Abenteuer",30584,"2018-05-25","David Cage"
tt12235026,7,2023-10-19,"Assassin's Creed: Valhalla","Assassin's Creed Valhalla",https://www.imdb.com/title/tt12235026,Videospiel,7.7,,2020,"Action, Abenteuer, Fantasy, Science-Fiction",8482,"2020-11-10","Eric Baptizat,François Daubet,Benoit Richer,Stephane Boudon,Ashraf Ismail,Emnet Mulugeta"
tt8020008,9,2023-10-04,"Fortnite","Fortnite",https://www.imdb.com/title/tt8020008,Videospiel,5.7,,2017,"Action, Fantasy, Abenteuer, Komödie, Science-Fiction",11429,"2017-07-28","Donald Mustard,Darren Sugg,JB Blanc"
tt5788078,9,2023-10-03,"Watch Dogs 2","Watch Dogs 2",https://www.imdb.com/title/tt5788078,Videospiel,7.5,,2016,"Action, Science-Fiction, Thriller, Krimi, Abenteuer, Drama, Mystery",5950,"2016-11-15","Danny Bélanger,Jonathan Morin"
tt3230854,7,2023-10-02,"The Expanse","The Expanse",https://www.imdb.com/title/tt3230854,Fernsehserie,8.5,60,2015,"Mystery, Science-Fiction, Drama",190178,"2016-11-03",
tt4158110,9,2023-10-02,"Mr. Robot","Mr. Robot",https://www.imdb.com/title/tt4158110,Fernsehserie,8.5,45,2015,"Krimi, Drama, Thriller",463051,"2015-11-20",
tt1825683,7,2023-10-02,"Black Panther","Black Panther",https://www.imdb.com/title/tt1825683,Film,7.3,134,2018,"Action, Abenteuer, Science-Fiction",902918,"2018-02-15","Ryan Coogler"
tt1877830,9,2023-10-02,"The Batman","The Batman",https://www.imdb.com/title/tt1877830,Film,7.8,176,2022,"Action, Krimi, Drama, Thriller, Mystery",916718,"2022-03-03","Matt Reeves"
tt0499549,9,2023-10-02,"Avatar - Aufbruch nach Pandora","Avatar",https://www.imdb.com/title/tt0499549,Film,7.9,162,2009,"Science-Fiction, Action, Abenteuer, Fantasy",1487494,"2009-12-17","James Cameron"
tt9140560,9,2023-10-02,"WandaVision","WandaVision",https://www.imdb.com/title/tt9140560,Miniserie,7.9,40,2021,"Action, Science-Fiction, Fantasy, Komödie, Mystery",412601,"2021-01-15",
tt2015381,7,2023-10-02,"Guardians of the Galaxy","Guardians of the Galaxy",https://www.imdb.com/title/tt2015381,Film,8.0,121,2014,"Science-Fiction, Action, Abenteuer, Komödie",1354609,"2014-08-28","James Gunn"
tt1185834,10,2023-10-02,"Star Wars: The Clone Wars","Star Wars: The Clone Wars",https://www.imdb.com/title/tt1185834,Film,6.0,98,2008,"Animation, Abenteuer, Science-Fiction, Action, Fantasy, Familienfilm",80453,"2008-08-14","Dave Filoni"
tt13668894,7,2023-10-02,"Das Buch von Boba Fett","The Book of Boba Fett",https://www.imdb.com/title/tt13668894,Miniserie,7.1,50,2021,"Action, Abenteuer, Science-Fiction",207351,"2021-12-29",
tt8111088,9,2023-10-02,"The Mandalorian","The Mandalorian",https://www.imdb.com/title/tt8111088,Fernsehserie,8.6,40,2019,"Science-Fiction, Action, Abenteuer, Fantasy",648352,"2020-03-24",
tt10919420,8,2023-10-02,"Squid Game","Ojing-eo geim",https://www.imdb.com/title/tt10919420,Fernsehserie,7.9,60,2021,"Mystery, Thriller, Drama, Action, Krimi",748978,"2021-09-17",
tt7069210,3,2023-10-02,"Conjuring 3 - Im Bann des Teufels","The Conjuring: The Devil Made Me Do It",https://www.imdb.com/title/tt7069210,Film,6.2,112,2021,"Horror, Mystery, Thriller",167249,"2021-07-01","Michael Chaves"
tt3498820,8,2023-10-01,"The First Avenger: Civil War","Captain America: Civil War",https://www.imdb.com/title/tt3498820,Film,7.8,147,2016,"Action, Science-Fiction",919736,"2016-04-28","Anthony Russo,Joe Russo"
tt0478970,8,2023-10-01,"Ant-Man","Ant-Man",https://www.imdb.com/title/tt0478970,Film,7.2,117,2015,"Action, Science-Fiction, Komödie",774951,"2015-07-23","Peyton Reed"
tt1405406,8,2023-10-01,"The Vampire Diaries","The Vampire Diaries",https://www.imdb.com/title/tt1405406,Fernsehserie,7.7,43,2009,"Drama, Horror, Liebesfilm, Fantasy, Mystery, Thriller",379925,"2010-01-20",
tt2103188,10,2023-10-01,"Grand Theft Auto V","Grand Theft Auto V",https://www.imdb.com/title/tt2103188,Videospiel,9.4,,2013,"Action, Krimi, Drama, Thriller",83671,"2013-09-17",
tt9561862,10,2023-10-01,"Love, Death & Robots","Love, Death & Robots",https://www.imdb.com/title/tt9561862,Fernsehserie,8.4,15,2019,"Animation, Kurzfilm, Komödie, Fantasy, Horror, Science-Fiction, Action, Abenteuer, Drama, Mystery, Thriller",227512,"2019-03-15",
tt4123432,7,2023-10-01,"Phantastische Tierwesen: Dumbledores Geheimnisse","Fantastic Beasts: The Secrets of Dumbledore",https://www.imdb.com/title/tt4123432,Film,6.2,142,2022,"Fantasy, Abenteuer",191156,"2022-04-07","David Yates"
tt2395427,7,2023-09-30,"Avengers: Age of Ultron","Avengers: Age of Ultron",https://www.imdb.com/title/tt2395427,Film,7.3,141,2015,"Action, Abenteuer, Science-Fiction",992848,"2015-04-23","Joss Whedon"
tt0848228,8,2023-09-30,"The Avengers","The Avengers",https://www.imdb.com/title/tt0848228,Film,8.0,143,2012,"Action, Science-Fiction",1548459,"2012-04-26","Joss Whedon"
tt6791350,7,2023-09-29,"Guardians of the Galaxy Vol. 3","Guardians of the Galaxy Vol. 3",https://www.imdb.com/title/tt6791350,Film,7.9,150,2023,"Action, Abenteuer, Science-Fiction, Komödie, Fantasy",464195,"2023-05-03","James Gunn"
tt5463162,8,2023-08-04,"Deadpool 2","Deadpool 2",https://www.imdb.com/title/tt5463162,Film,7.6,119,2018,"Action, Abenteuer, Komödie, Science-Fiction",738896,"2018-05-17","David Leitch"
tt0910970,9,2023-08-04,"WALL·E - Der Letzte räumt die Erde auf","WALL·E",https://www.imdb.com/title/tt0910970,Film,8.4,98,2008,"Animation, Science-Fiction, Abenteuer, Familienfilm",1309394,"2008-09-25","Andrew Stanton"
tt1431045,9,2023-08-04,"Deadpool","Deadpool",https://www.imdb.com/title/tt1431045,Film,8.0,108,2016,"Action, Science-Fiction, Komödie",1244369,"2016-02-11","Tim Miller"
tt1911658,8,2023-08-03,"Die Pinguine aus Madagascar","Penguins of Madagascar",https://www.imdb.com/title/tt1911658,Film,6.6,92,2014,"Animation, Abenteuer, Komödie, Familienfilm, Science-Fiction, Action, Krimi",114232,"2014-11-27","Eric Darnell,Simon J. Smith"
tt1277953,8,2023-08-03,"Madagascar 3: Flucht durch Europa","Madagascar 3: Europe's Most Wanted",https://www.imdb.com/title/tt1277953,Film,6.8,95,2012,"Animation, Abenteuer, Komödie, Familienfilm",215502,"2012-10-02","Eric Darnell,Tom McGrath,Conrad Vernon"
tt0479952,8,2023-08-03,"Madagascar 2","Madagascar: Escape 2 Africa",https://www.imdb.com/title/tt0479952,Film,6.7,89,2008,"Animation, Abenteuer, Komödie, Familienfilm",268697,"2008-12-04","Eric Darnell,Tom McGrath"
tt0351283,8,2023-08-03,"Madagascar","Madagascar",https://www.imdb.com/title/tt0351283,Film,6.9,86,2005,"Animation, Familienfilm, Komödie, Abenteuer",475325,"2005-07-14","Eric Darnell,Tom McGrath"
tt1677720,10,2023-08-03,"Ready Player One","Ready Player One",https://www.imdb.com/title/tt1677720,Film,7.4,140,2018,"Science-Fiction, Action, Abenteuer",537497,"2018-04-05","Steven Spielberg"
tt3398228,8,2023-08-03,"BoJack Horseman","BoJack Horseman",https://www.imdb.com/title/tt3398228,Fernsehserie,8.8,25,2014,"Animation, Komödie, Drama",228873,"2014-09-16",
tt0903747,10,2023-08-03,"Breaking Bad","Breaking Bad",https://www.imdb.com/title/tt0903747,Fernsehserie,9.5,48,2008,"Drama, Krimi, Thriller",2566837,"2010-10-09",
tt6334354,6,2023-08-02,"The Suicide Squad","The Suicide Squad",https://www.imdb.com/title/tt6334354,Film,7.2,132,2021,"Action, Abenteuer, Science-Fiction, Komödie",454696,"2021-08-05","James Gunn"
tt1517268,7,2023-08-01,"Barbie","Barbie",https://www.imdb.com/title/tt1517268,Film,6.8,114,2023,"Komödie, Abenteuer, Fantasy",660643,"2023-07-20","Greta Gerwig"
tt11126994,7,2023-08-01,"Arcane","Arcane: League of Legends",https://www.imdb.com/title/tt11126994,Fernsehserie,9.0,40,2021,"Animation, Action, Abenteuer, Drama, Fantasy, Science-Fiction",436046,"2021-11-07",
